kategori,digit,kode,judul,deskripsi
C,5,16291,Industri Barang Anyaman Dari Rotan Dan Bambu,"Kelompok ini mencakup usaha pembuatan macam-macam tikar, webbing, lampit, tas, topi, tampah, kukusan, bakul, kipas, tatakan, bilik/gedek dan sejenisnya yang bahan utamanya dari rotan atau bambu."
C,5,16292,Industri barang Anyaman Dari Tanaman Bukan Rotan Dan Bambu,"Kelompok ini mencakup usaha pembuatan macam-macam tikar, keset, tas, topi, tatakan dan kerajinan tangan lainnya yang bahan utamanya bukan rotan dan bambu, seperti pandan, mendong, serat, rumput dan sejenisnya."
C,5,16293,Industri Kerajinan Ukiran Dari Kayu Bukan Mebeller,"Kelompok ini mencakup usaha pembuatan macam-macam barang kerajinan dan ukir-ukiran dari kayu, seperti relief, topeng, patung, wayang, vas bunga, pigura dan kap lampu."
C,5,16294,"Industri Alat Dapur Dari Kayu, Rotan Dan Bambu","Kelompok ini mencakup usaha pembuatan macam-macam barang kerajinan dan ukir-ukiran dari kayu, seperti relief, topeng, patung, wayang, vas bunga, pigura dan kap lampu."
C,5,16295,Industri Kayu Bakar dan Pelet Kayu,Kelompok ini mencakup industri kayu bakar dan pelet kayu yang dibuat dari serbuk kayu atau bahan substitusi seperti ampas kopi atau biji kedelai yang dipres.
C,5,16299,"Industri Barang Dari Kayu, Rotan, Gabus Lainnya YTDL","Kelompok ini mencakup usaha pembuatan barang-barang dari kayu, rotan dan gabus lainnya yang belum tercakup sebelumnya. Barang-barang dari kayu misalnya alat tenun, gantungan baju, chopstik, tusuk gigi, sempoa (alat hitung), penggaris dan papan tulis. Termasuk juga pembuatan alat-alat kerja dari kayu, seperti plesteran, palu, rumah serutan kayu, gagang pegangan perkakas, palet, papan cucian dan sejenisnya. Barang dari gabus misalnya gabus lembaran, sumbat, piringan, cincin, pelapis, pelampung dan lainnya."
C,2,17,Industri Kertas dan Barang Dari Kertas,"Golongan pokok ini mencakup pembuatan bubur kayu, kertas, dan produk kertas olahan. Pembuatan dari produk-produk tersebut dikelompokkan bersama karena merupakan satu rangkaian proses pengolahan yang berkaitan. Lebih dari itu kegiatan seringkali dilakukan dalam satu unit. Ada tiga kegiatan utama, yaitu Pertama, pembuatan bubur kertas yang meliputi pemisahan serat selulosa dari kotoran dalam kayu atau kertas bekas. Kedua, pembuatan kertas yang meliputi penyusunan serat selulosa menjadi lembaran-lembaran. Ketiga, barang kertas olahan dibuat dari kertas dan bahan lain dengan berbagai teknik pemotongan dan pembentukan, termasuk kegiatan pelapisan dan laminasi. Barang kertas dapat merupakan barang cetakan (kertas pelapis dinding, kertas kado dan lain-lain), selagi pencetakan bukanlah merupakan hal yang utama. Golongan pokok ini utamanya terbagi menjadi produksi bubur kertas, kertas dan papan kertas, dan selebihnya termasuk produksi produk kertas dan kertas yang diproses lebih lanjut."
C,3,170,Industri Kertas dan Barang Dari Kertas,"Golongan ini mencakup pembuatan bubur kertas yang dikelantang, semi kelantang atau tidak dikelantang dengan proses mekanik dan serat kimiawi, pemisahan tinta dan pembuatan bubur kertas dari limbah kertas, jasa pembuatan kertas dan papan kertas yang ditujukan untuk pengolahan lebih lanjut. Golongan ini juga mencakup pembuatan kertas berombak dan papan kertas dan kontainer dari kertas dan papan kertas, dan juga pembuatan barang lain dari kertas dan papan kertas untuk rumah tangga dan kegunaan lain."
C,4,1701,"Industri Bubur Kertas, Kertas dan Papan Kertas","Subgolongan ini mencakup :  
- Industri  bubur kertas yang diputihkan, separuh putihkan atau yang tidak diputihkan baik melalui proses mekanis, kimia (pelarutan atau non pelarutan), maupun semi kimia  
- Industri bubur kertas cotton-linters
- Penghilangan tinta dan industri bubur kertas dari kertas bekas  
- Industri kertas dan papan kertas yang digunakan untuk proses industri lebih lanjut    

Subgolongan ini juga termasuk :  
- Proses lebih lanjut dari kertas dan papan kertas, seperti pelapisan, pembungkusan dan peresapan kertas dan papan kertas; industri kertas kerut (krep); industri laminasi dan kertas timah, jika dilaminasi dengan kertas dan papan kertas  
- Industri kertas buatan tangan
- Industri kertas koran dan kertas cetak lainnya atau kertas tulis   
- Industri wadding dan webs selulosa dari serat selulosa  
- Industri kertas karbon atau kertas stensil dalam gulungan-gulungan atau lembaran-lembaran besar    

Subgolongan ini tidak mencakup :  
- Industri kertas dan papan kertas bergelombang, lihat 1702  
- Industri barang-barang dari kertas, papan karton, dan bubur kertas yang diproses lebih lanjut, lihat 1709   
- Industri pelapisan atau peresapan kertas, di mana pelapisan atau peresapannya adalah merupakan unsur utama, lihat sub golongan di mana industri pelapisan dan peresapan diklasifikasikan 
- Industri kertas ampelas, lihat 2399"
C,5,17011,Industri Bubur Kertas (Pulp),"Kelompok ini mencakup usaha pembuatan bubur kertas dengan bahan dari kayu atau serat lainnya dan atau kertas bekas. Kegiatannya mencakup industri  bubur kertas yang diputihkan, separuh putihkan atau yang tidak diputihkan baik melalui proses mekanis, kimia (pelarutan atau non pelarutan), maupun semi kimia, industri bubur kertas cotton-linters dan penghilangan tinta dan industri bubur kertas dari kertas bekas."
C,5,17012,Industri Kertas Budaya,Kelompok ini mencakup usaha pembuatan kertas koran dan kertas tulis cetak.
C,5,17013,Industri Kertas Berharga,"Kelompok ini mencakup usaha pembuatan kertas bandrol, bank notes, cheque paper, security paper, watermark paper, meterai, perangko dan sejenisnya."
C,5,17014,Industri Kertas Khusus,"Kelompok ini mencakup usaha pembuatan kertas khusus, seperti cardiopan, kertas litmus/lakmus, metalic paper, acid proof paper, kertas pola, kertas tersalut, kertas celopan dan sejenisnya. Pengerjaan kertas yang melapisi dengan segala cara, seperti coating, glazing, gumming, dan laminating serta pembuatan kertas karbon dan stensil dimasukkan dalam kelompok 17099, jika dalam bentuk potongan siap dijual ke konsumen. Pembuatan kertas fotografi dimasukkan dalam kelompok 20299. Pembuatan kertas penggosok/amplas (abrasive paper) dimasukkan dalam kelompok 23990."
C,5,17019,Industri Kertas Lainnya,"Kelompok ini mencakup usaha pembuatan kertas magnetik, kertas kerut (crep) dan gumpalan selulosa dan webs serat selulosa."
C,4,1702,Industri Kertas dan Papan Kertas Bergelombang dan Wadah Dari Kertas dan Papan Kertas,"Subgolongan ini mencakup :  
- Industri kertas dan papan kertas bergelombang  
- Industri kemasan dan kotak dari kertas dan papan kertas bergelombang  
- Industri kemasan dan kotak papan kertas yang dapat dilipat  
- Industri kemasan dan kotak dari papan padat
- Industri kemasan dan kotak lain dari kertas dan papan kertas  
- Industri sak dan kantong kertas
- Industri kotak file kantor dan barang sejenisnya    

Subgolongan ini tidak mencakup :  
- Industri amplop, lihat 1709
- Industri barang cetakan atau yang dipres yang terbuat dari bubur kertas (misalnya kotak untuk mengepak telur, piring dari bubur kertas), lihat 1709"
C,5,17021,Industri Kertas dan Papan Kertas Bergelombang,"Kelompok ini mencakup usaha pembuatan kertas konstruksi (kertas isolasi, condensor, roofing board, building board dan lain-lain), kertas bungkus dan pengepakan (kraftliner, medium liner/corrugating medium, ribbed kraft paper/kertas payung, kraft paper), board (post card karthotek, kertas londen, triplex, multiplex, bristol, straw board, chip board, duplex)."
C,5,17022,Industri Kemasan Dan Kotak Dari Kertas Dan Karton,"Kelompok ini mencakup usaha pembuatan segala macam kemasan dan kotak dari kertas/karton yang digunakan untuk pembungkus/pengepakan, termasuk juga pembuatan kotak untuk rokok dan barang lainnya. Misalnya kemasan dan kotak dari kertas dan papan kertas bergelombang, kemasan dan kotak papan kertas yang dapat dilipat, kemasan dan kotak dari papan padat, kemasan dan kotak lain dari kertas dan papan kertas, sak dan kantong kertas dan kotak file kantor dan barang sejenisnya."
C,4,1709,Industri Barang dari Kertas dan Papan Kertas Lainnya,"Subgolongan ini mencakup :  
- Industri kertas untuk peralatan rumah tangga dan kertas kesehatan dan barang kertas kapas selulosa, seperti tisu pembersih, sapu tangan, handuk, serbet, kertas toilet, napkin dan napkin untuk bayi dan cangkir, piring dan baki  
- Industri kertas kapas dan barang dari kertas kapas, seperti handuk/lap, tampon dan sebagainya  
- Industri kertas tulis dan kertas cetak siap pakai  
- Industri kertas printout komputer siap pakai
- Industri kertas kopi siap pakai
- Industri kertas stensil dan kertas karbon siap pakai  
- Industri kertas tempel atau berperekat siap pakai  
- Industri amplop dan kartu pos
- Industri buku register, buku akuntansi, binder, album dan alat-alat tulis baik yang bersifat komersil atau untuk pendidikan sejenisnya  
- Industri kotak, kantong, dompet dan buku catatan yang mengandung susunan kertas  
- Industri wallpaper (kertas dinding) dan jenis pelapis dinding lainnya, termasuk wallpaper berlapis vinyl dan tekstil  
- Industri label
- Industri kertas filter dan papan kertas filte
- Industri gulungan kertas dan papan kertas, gelendong kertas dan papan kertas dan sebagainya  
- Industri tempat telur dan barang-barang lain yang dibuat dari cetakan bubur kertas dan sebagainya  
- Industri kertas kreasi baru  

Subgolongan ini tidak mencakup :  
- Industri kertas atau papan kertas dalam skala besar, lihat 1701  
- Industri percetakan barang-barang dari kertas, lihat 1811  
- Industri kartu permainan, lihat 3240
- Industri permainan dan mainan dari kertas dan papan kertas, lihat 3240"
C,5,17091,Industri Kertas Tissue,"Kelompok ini mencakup usaha pembuatan kertas untuk kertas rumah tangga, kertas kebersihan pribadi dan barang kertas kapas selulosa, seperti tisu pembersih, facial tissue, toilet tissue, lens tissue, sapu tangan, handuk, serbet, kertas toilet, napkin, napkin untuk bayi, sanitary napkin (pembalut wanita), tampon, popok dewasa, dan napkin untuk cangkir, piring dan baki dan usaha pembuatan kertas kapas dan barang dari kertas kapas, seperti handuk/lap, kertas sigaret dan cork tipping paper."
C,5,17099,Industri Barang Dari Kertas Dan Papan Kertas Lainnya YTDL,"Kelompok ini mencakup usaha pembuatan barang dari kertas dan papan kertas atau karton yang belum tercakup dalam subgolongan lain, seperti industri kertas tulis dan kertas cetak siap pakai, industri kertas printout komputer siap pakai, industri kertas kopi siap pakai, industri kertas tempel atau berperekat siap pakai, industri buku register, buku akuntansi, binder, album dan alat-alat tulis baik yang bersifat komersil atau untuk pendidikan sejenisnya, industri kotak, kantong, dompet dan buku catatan yang mengandung susunan kertas, industri wallpaper (kertas dinding) dan jenis pelapis dinding lainnya, termasuk wallpaper berlapis vinyl dan tekstil, industri label, industri kertas filter dan papan kertas filter, industri gulungan kertas dan papan kertas, gelendong kertas dan papan kertas dan sebagainya, industri tempat telur dan barang lainnya yang dibuat dari cetakan bubur kertas dan sebagainya, dan industri kertas kreasi baru. Termasuk di sini pengerjaan kertas dan karton dengan segala cara, seperti coating, glazing, gumming, laminating, pembuatan kertas karbon dan kertas stensil sheet dalam bentuk potongan siap dijual ke konsumen. Termasuk juga pembuatan kertas EKG dan pembuatan alat tulis kantor (stationeries) yang tidak dicetak, seperti amplop, kertas surat, kertas pembersih, dinner ware dari kertas dan sejenisnya. Pembuatan alat tulis kantor dan kartu yang dicetak dimasukkan dalam kelompok 18111."
C,2,18,Industri Pencetakan dan Reproduksi Media Rekaman,"Golongan pokok ini mencakup pencetakan barang-barang dan kegiatan pendukung yang berkaitan dan tidak terpisahkan dengan industri pencetakan, proses pencetakan termasuk bermacam metode/cara untuk memindahkan suatu image dari suatu sumber ke berbagai media, dan yang terpenting bagaimana memindahkan image dari piringan atau layar monitor ke suatu media melalui/dengan berbagai teknologi pencetakan. Terdapat beberapa hal bahwa pencetakan dan penerbitan dilakukan oleh suatu unit yang sama dan pada lokasi yang sama pula. Golongan pokok ini juga mencakup reproduksi media rekaman, seperti compact disk (CD), Video rekaman, software dalam disk atau tape."
C,3,181,Industri pencetakan dan kegiatan ybdi,"Golongan ini mencakup pencetakan barang-barang seperti surat kabar, buku, tabloid, surat-surat bisnis, kartu ucapan, dan barang-barang lainnya serta kegiatan pendukung yang terkait, seperti penjilidan buku, jasa pembuatan plat dan data imaging. Pencetakan dapat dilakukan dengan bermacam teknik dan dengan berbagai materi yang berbeda. Barang cetakan biasanya adalah dilindungi hak cipta."
C,4,1811,Industri Pencetakan,"Subgolongan ini mencakup :  
- Industri percetakan surat kabar, majalah dan periodik lainnya seperti tabloid, buku dan brosur, naskah musik, peta, atlas, poster, katalog periklanan, prospektus dan iklan cetak lainnya, perangko pos, perangko perpajakan, dokumen, cek dan kertas rahasia lainnya, buku harian, kalender, formulir bisnis dan barang cetakan komersial lainnya, kertas surat atau alat tulis pribadi dan barang-barang cetakan lainnya hasil mesin cetak, offset, klise foto, fleksografi dan sejenisnya, mesin pengganda, printer komputer, huruf timbul, dan sebagainya termasuk alat cetak cepat  
- Pencetakan langsung ke bahan tekstil, plastik, kaca, logam, kayu dan keramik, kecuali pencetakan tabir sutera pada kain dan pakaian jadi    
Barang cetakan ini biasanya merupakan hak cipta.    

Subgolongan ini juga mencakup :  
- Pencetakan pada label atau tanda pengenal (litografi, pencetakan tulisan di makam, pencetakan fleksografi, dan sebagainya)    

Subgolongan ini tidak mencakup :  
- Pencetakan dengan menggunakan media perantara seperti kasa dan sebagainya pada kain dan pakaian jadi, lihat 1313  
- Industri barang-barang dari kertas, seperti binder, lihat 1709  
- Penerbitan barang-barang hasil percetakan, lihat golongan 581  
- Fotokopi dokumen, lihat 8219"
C,5,18111,Industri Pencetakan Umum,"Kelompok ini mencakup kegiatan industri percetakan surat kabar, majalah dan periodik lainnya seperti tabloid, surat kabar, majalah, jurnal, pamflet, buku dan brosur, naskah musik, peta, atlas, poster, katalog periklanan, prospektus dan iklan cetak lainnya, buku harian, kalender, formulir bisnis dan barang-barang cetakan komersial lainnya, kertas surat atau alat tulis pribadi dan barang-barang cetakan lainnya hasil mesin cetak, offset, klise foto, fleksografi dan sejenisnya, mesin pengganda, printer komputer, huruf timbul dan sebagainya termasuk alat cetak cepat; pencetakan secara langsung tanpa adanya media perantara ke bahan tekstil, plastik, kaca, logam, kayu dan keramik, kecuali pencetakan tabir sutera pada kain dan pakaian jadi; dan pencetakan pada label atau tanda pengenal (litografi, pencetakan tulisan di makam, pencetakan fleksografi dan sebagainya). Termasuk pula mencetak ulang melalui komputer, mesin stensil dan sejenisnya. Barang cetakan ini biasanya merupakan hak cipta. Industri label kertas atau karton termasuk kelompok 17099."
C,5,18112,Industri Pencetakan Khusus,"Kelompok ini mencakup industri pencetakan perangko pos, perangko perpajakan, dokumen, cek dan kertas rahasia lainnya, materai, uang kertas, blangko cek, giro, surat andil, obligasi surat saham, surat berharga lainnya, paspor, tiket pesawat terbang dan cetakan khusus lainnya."
C,5,18113,Industri Pencetakan 3D Printing,"Kelompok ini mencakup industri percetakan tiga dimensi (3D Printing) untuk berbagai keperluan dari polimer, plastik, clay, bijih logam dan lainnya."
C,4,1812,Kegiatan Jasa Penunjang Pencetakan,"Subgolongan ini mencakup :  
- Penjilidan lembar cetakan, misalnya menjadi buku, brosur, majalah, katalog dan sebagainya, dengan melipat, memasang, menjahit, merekatkan, menyatukan, penjilidan dengan perekat, perapihan dan gold stamping  
- Komposisi, pemasangan huruf, pemasangan foto, input data mencakup scanning dan pengenalan karakter atau huruf optik, penyusunan elektronik  
- Pembuatan gambar mencakup pemasangan image atau gambar (untuk proses pencetakan mesin cetak dan offset)  
- Pengukiran atau sketsa untuk makam
- Proses pembuatan gambar langsung di atas pelat (temasuk pelat fotopolimer)  
- Pembuatan gambar untuk pencetakan dan pengecapan relief  
- Pembuatan cetakan untuk percobaan
- Pekerjaan artistik mencakup penyiapan batu litho dan woodblocks  
- Pembuatan barang reprografi
- Desain barang cetakan seperti sketsa, layout, barang contoh dan sebagainya  
- Kegiatan grafis lainnya seperti die-sinking dan die-stamping, penggandaan huruf braille, pemukulan dan pengeboran, penyulaman timbul, pemvernisan dan pelapisan, penyisipan dan pelipatan"
